id,entity_type,entity_id,source_name,source_record_id,field,observed_value,observed_language,observed_at,raw_hash,notes
obs_000071,work,work_000004,metatube-bulk,JavBus:MIDE-345,release_date,2016-07-30,,2026-09-04T08:56:34.639Z,,
obs_000072,work,work_000004,metatube-bulk,JavBus:MIDE-345,duration_min,150,,2026-09-04T08:56:34.639Z,,
obs_000073,work,work_000004,metatube-bulk,JavBus:MIDE-345,cover_url,https://www.javbus.com/pics/cover/5klt_b.jpg,,2026-09-04T08:56:34.639Z,,
obs_000074,work,work_000004,metatube-bulk,JavBus:MIDE-345,thumb_url,https://www.javbus.com/pics/thumb/5klt.jpg,,2026-09-04T08:56:34.639Z,,
obs_000075,work,work_000004,metatube-bulk,JavBus:MIDE-345,score,0,,2026-09-04T08:56:34.639Z,,
obs_000076,genre,genre_000021,metatube-bulk,,name,ハメ撮り,ja,2026-09-04T08:56:34.639Z,,
obs_000077,genre,genre_000021,metatube-bulk,,name_ja,ハメ撮り,ja,2026-09-04T08:56:34.639Z,,
obs_000078,genre,genre_000022,metatube-bulk,,name,イラマチオ,ja,2026-09-04T08:56:34.639Z,,
obs_000079,genre,genre_000022,metatube-bulk,,name_ja,イラマチオ,ja,2026-09-04T08:56:34.639Z,,
obs_000080,genre,genre_000023,metatube-bulk,,name,女子校生,ja,2026-09-04T08:56:34.639Z,,
obs_000081,genre,genre_000023,metatube-bulk,,name_ja,女子校生,ja,2026-09-04T08:56:34.639Z,,
obs_000082,director,director_000004,metatube-bulk,,name,刃修羅,ja,2026-09-04T08:56:34.639Z,,
obs_000083,director,director_000004,metatube-bulk,,name_ja,刃修羅,ja,2026-09-04T08:56:34.639Z,,
obs_000084,work,work_000005,metatube-bulk,JavBus:IPX-001,title,女子校生便所交際 便所でしか濡れないおじさん好きの変態マゾ美少女と思う存分便所ファック！ 妃月るい,,2026-09-04T08:56:34.639Z,,
obs_000085,work,work_000005,metatube-bulk,JavBus:IPX-001,title_ja,女子校生便所交際 便所でしか濡れないおじさん好きの変態マゾ美少女と思う存分便所ファック！ 妃月るい,ja,2026-09-04T08:56:34.639Z,,
obs_000086,work,work_000005,metatube-bulk,JavBus:IPX-001,release_date,2017-08-11,,2026-09-04T08:56:34.639Z,,
obs_000087,work,work_000005,metatube-bulk,JavBus:IPX-001,duration_min,160,,2026-09-04T08:56:34.639Z,,
obs_000088,work,work_000005,metatube-bulk,JavBus:IPX-001,cover_url,https://www.javbus.com/pics/cover/649d_b.jpg,,2026-09-04T08:56:34.639Z,,
obs_000089,work,work_000005,metatube-bulk,JavBus:IPX-001,thumb_url,https://www.javbus.com/pics/thumb/649d.jpg,,2026-09-04T08:56:34.639Z,,
obs_000090,work,work_000005,metatube-bulk,JavBus:IPX-001,score,0,,2026-09-04T08:56:34.639Z,,
obs_000091,maker,maker_000005,metatube-bulk,,name,ワンズファクトリー,ja,2026-09-04T08:56:34.639Z,,
obs_000092,maker,maker_000005,metatube-bulk,,name_ja,ワンズファクトリー,ja,2026-09-04T08:56:34.639Z,,
obs_000093,label,label_000005,metatube-bulk,,name,WANZ,en,2026-09-04T08:56:34.639Z,,
obs_000094,series,series_000001,metatube-bulk,,name,男潮吹きそのまま挿入、スプラッシュ中出し！,ja,2026-09-04T08:56:34.639Z,,
obs_000095,series,series_000001,metatube-bulk,,name_ja,男潮吹きそのまま挿入、スプラッシュ中出し！,ja,2026-09-04T08:56:34.639Z,,
obs_000096,genre,genre_000024,metatube-bulk,,name,痴女,ja,2026-09-04T08:56:34.639Z,,
obs_000097,genre,genre_000024,metatube-bulk,,name_ja,痴女,ja,2026-09-04T08:56:34.639Z,,
obs_000098,genre,genre_000025,metatube-bulk,,name,潮吹き,ja,2026-09-04T08:56:34.639Z,,
obs_000099,genre,genre_000025,metatube-bulk,,name_ja,潮吹き,ja,2026-09-04T08:56:34.639Z,,
obs_000100,genre,genre_000026,metatube-bulk,,name,中出し,ja,2026-09-04T08:56:34.639Z,,
obs_000101,genre,genre_000026,metatube-bulk,,name_ja,中出し,ja,2026-09-04T08:56:34.639Z,,
obs_000102,genre,genre_000027,metatube-bulk,,name,手コキ,ja,2026-09-04T08:56:34.639Z,,
obs_000103,genre,genre_000027,metatube-bulk,,name_ja,手コキ,ja,2026-09-04T08:56:34.639Z,,
obs_000104,work,work_000006,metatube-bulk,JavBus:WANZ-912,title,男潮吹きそのまま挿入、スプラッシュ中出し！ 桐谷まつり,,2026-09-04T08:56:34.639Z,,
obs_000105,work,work_000006,metatube-bulk,JavBus:WANZ-912,title_ja,男潮吹きそのまま挿入、スプラッシュ中出し！ 桐谷まつり,ja,2026-09-04T08:56:34.639Z,,
obs_000106,work,work_000006,metatube-bulk,JavBus:WANZ-912,release_date,2019-11-23,,2026-09-04T08:56:34.639Z,,
obs_000107,work,work_000006,metatube-bulk,JavBus:WANZ-912,duration_min,119,,2026-09-04T08:56:34.639Z,,
obs_000108,work,work_000006,metatube-bulk,JavBus:WANZ-912,cover_url,https://www.javbus.com/pics/cover/7f05_b.jpg,,2026-09-04T08:56:34.639Z,,
obs_000109,work,work_000006,metatube-bulk,JavBus:WANZ-912,thumb_url,https://www.javbus.com/pics/thumb/7f05.jpg,,2026-09-04T08:56:34.639Z,,
obs_000110,work,work_000006,metatube-bulk,JavBus:WANZ-912,score,0,,2026-09-04T08:56:34.639Z,,
obs_000111,actress,actress_000008,metatube-bulk,,primary_name,安齋らら,ja,2026-09-05T03:30:31.727Z,,
obs_000112,actress,actress_000008,metatube-bulk,,name_ja,安齋らら,ja,2026-09-05T03:30:31.727Z,,
obs_000113,actress,actress_000008,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000114,actress,actress_000009,metatube-bulk,,primary_name,はやのうた,ja,2026-09-05T03:30:31.727Z,,
obs_000115,actress,actress_000009,metatube-bulk,,name_ja,はやのうた,ja,2026-09-05T03:30:31.727Z,,
obs_000116,actress,actress_000009,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000117,actress,actress_000010,metatube-bulk,,primary_name,miru,ja,2026-09-05T03:30:31.727Z,,
obs_000118,actress,actress_000010,metatube-bulk,,name_en,miru,en,2026-09-05T03:30:31.727Z,,
obs_000119,actress,actress_000010,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000120,actress,actress_000003,metatube-bulk,,primary_name,葵つかさ,ja,2026-09-05T03:30:31.727Z,,
obs_000121,actress,actress_000003,metatube-bulk,,name_ja,葵つかさ,ja,2026-09-05T03:30:31.727Z,,
obs_000122,actress,actress_000003,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000123,actress,actress_000011,metatube-bulk,,primary_name,楓ふうあ,ja,2026-09-05T03:30:31.727Z,,
obs_000124,actress,actress_000011,metatube-bulk,,name_ja,楓ふうあ,ja,2026-09-05T03:30:31.727Z,,
obs_000125,actress,actress_000011,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000126,actress,actress_000012,metatube-bulk,,primary_name,小宵こなん,ja,2026-09-05T03:30:31.727Z,,
obs_000127,actress,actress_000012,metatube-bulk,,name_ja,小宵こなん,ja,2026-09-05T03:30:31.727Z,,
obs_000128,actress,actress_000012,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000129,actress,actress_000013,metatube-bulk,,primary_name,星宮一花,ja,2026-09-05T03:30:31.727Z,,
obs_000130,actress,actress_000013,metatube-bulk,,name_ja,星宮一花,ja,2026-09-05T03:30:31.727Z,,
obs_000131,actress,actress_000013,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000132,actress,actress_000014,metatube-bulk,,primary_name,小島みなみ,ja,2026-09-05T03:30:31.727Z,,
obs_000133,actress,actress_000014,metatube-bulk,,name_ja,小島みなみ,ja,2026-09-05T03:30:31.727Z,,
obs_000134,actress,actress_000014,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000135,actress,actress_000015,metatube-bulk,,primary_name,愛世くらら,ja,2026-09-05T03:30:31.727Z,,
obs_000136,actress,actress_000015,metatube-bulk,,name_ja,愛世くらら,ja,2026-09-05T03:30:31.727Z,,
obs_000137,actress,actress_000015,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000138,actress,actress_000016,metatube-bulk,,primary_name,結城のの,ja,2026-09-05T03:30:31.727Z,,
obs_000139,actress,actress_000016,metatube-bulk,,name_ja,結城のの,ja,2026-09-05T03:30:31.727Z,,
obs_000140,actress,actress_000016,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000141,actress,actress_000002,metatube-bulk,,primary_name,桃乃木かな,ja,2026-09-05T03:30:31.727Z,,
obs_000142,actress,actress_000002,metatube-bulk,,name_ja,桃乃木かな,ja,2026-09-05T03:30:31.727Z,,
obs_000143,actress,actress_000002,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000144,actress,actress_000017,metatube-bulk,,primary_name,加美杏奈,ja,2026-09-05T03:30:31.727Z,,
obs_000145,actress,actress_000017,metatube-bulk,,name_ja,加美杏奈,ja,2026-09-05T03:30:31.727Z,,
obs_000146,actress,actress_000017,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000147,actress,actress_000018,metatube-bulk,,primary_name,西宮ゆめ,ja,2026-09-05T03:30:31.727Z,,
obs_000148,actress,actress_000018,metatube-bulk,,name_ja,西宮ゆめ,ja,2026-09-05T03:30:31.727Z,,
obs_000149,actress,actress_000018,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000150,actress,actress_000019,metatube-bulk,,primary_name,神咲詩織,ja,2026-09-05T03:30:31.727Z,,
obs_000151,actress,actress_000019,metatube-bulk,,name_ja,神咲詩織,ja,2026-09-05T03:30:31.727Z,,
obs_000152,actress,actress_000019,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000153,actress,actress_000020,metatube-bulk,,primary_name,乃々果花,ja,2026-09-05T03:30:31.727Z,,
obs_000154,actress,actress_000020,metatube-bulk,,name_ja,乃々果花,ja,2026-09-05T03:30:31.727Z,,
obs_000155,actress,actress_000020,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000156,actress,actress_000021,metatube-bulk,,primary_name,つぼみ,ja,2026-09-05T03:30:31.727Z,,
obs_000157,actress,actress_000021,metatube-bulk,,name_ja,つぼみ,ja,2026-09-05T03:30:31.727Z,,
obs_000158,actress,actress_000021,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000159,actress,actress_000022,metatube-bulk,,primary_name,西宮このみ,ja,2026-09-05T03:30:31.727Z,,
obs_000160,actress,actress_000022,metatube-bulk,,name_ja,西宮このみ,ja,2026-09-05T03:30:31.727Z,,
obs_000161,actress,actress_000022,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000162,actress,actress_000023,metatube-bulk,,primary_name,高橋しょう子,ja,2026-09-05T03:30:31.727Z,,
obs_000163,actress,actress_000023,metatube-bulk,,name_ja,高橋しょう子,ja,2026-09-05T03:30:31.727Z,,
obs_000164,actress,actress_000023,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000165,actress,actress_000024,metatube-bulk,,primary_name,桜井あゆ,ja,2026-09-05T03:30:31.727Z,,
obs_000166,actress,actress_000024,metatube-bulk,,name_ja,桜井あゆ,ja,2026-09-05T03:30:31.727Z,,
obs_000167,actress,actress_000024,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000168,actress,actress_000025,metatube-bulk,,primary_name,水樹りさ,ja,2026-09-05T03:30:31.727Z,,
obs_000169,actress,actress_000025,metatube-bulk,,name_ja,水樹りさ,ja,2026-09-05T03:30:31.727Z,,
obs_000170,actress,actress_000025,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000171,actress,actress_000026,metatube-bulk,,primary_name,雨乃しずく,ja,2026-09-05T03:30:31.727Z,,
obs_000172,actress,actress_000026,metatube-bulk,,name_ja,雨乃しずく,ja,2026-09-05T03:30:31.727Z,,
obs_000173,actress,actress_000026,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000174,actress,actress_000027,metatube-bulk,,primary_name,吉川あいみ,ja,2026-09-05T03:30:31.727Z,,
obs_000175,actress,actress_000027,metatube-bulk,,name_ja,吉川あいみ,ja,2026-09-05T03:30:31.727Z,,
obs_000176,actress,actress_000027,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000177,actress,actress_000028,metatube-bulk,,primary_name,大島美緒,ja,2026-09-05T03:30:31.727Z,,
obs_000178,actress,actress_000028,metatube-bulk,,name_ja,大島美緒,ja,2026-09-05T03:30:31.727Z,,
obs_000179,actress,actress_000028,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000180,actress,actress_000029,metatube-bulk,,primary_name,関根奈美,ja,2026-09-05T03:30:31.727Z,,
obs_000181,actress,actress_000029,metatube-bulk,,name_ja,関根奈美,ja,2026-09-05T03:30:31.727Z,,
obs_000182,actress,actress_000029,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000183,actress,actress_000030,metatube-bulk,,primary_name,凛音とうか,ja,2026-09-05T03:30:31.727Z,,
obs_000184,actress,actress_000030,metatube-bulk,,name_ja,凛音とうか,ja,2026-09-05T03:30:31.727Z,,
obs_000185,actress,actress_000030,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000186,actress,actress_000031,metatube-bulk,,primary_name,神谷充希,ja,2026-09-05T03:30:31.727Z,,
obs_000187,actress,actress_000031,metatube-bulk,,name_ja,神谷充希,ja,2026-09-05T03:30:31.727Z,,
obs_000188,actress,actress_000031,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000189,actress,actress_000032,metatube-bulk,,primary_name,山岸逢花,ja,2026-09-05T03:30:31.727Z,,
obs_000190,actress,actress_000032,metatube-bulk,,name_ja,山岸逢花,ja,2026-09-05T03:30:31.727Z,,
obs_000191,actress,actress_000032,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000192,actress,actress_000033,metatube-bulk,,primary_name,星奈あい,ja,2026-09-05T03:30:31.727Z,,
obs_000193,actress,actress_000033,metatube-bulk,,name_ja,星奈あい,ja,2026-09-05T03:30:31.727Z,,
obs_000194,actress,actress_000033,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000195,actress,actress_000034,metatube-bulk,,primary_name,佐山愛,ja,2026-09-05T03:30:31.727Z,,
obs_000196,actress,actress_000034,metatube-bulk,,name_ja,佐山愛,ja,2026-09-05T03:30:31.727Z,,
obs_000197,actress,actress_000034,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000198,actress,actress_000035,metatube-bulk,,primary_name,さくらわかな,ja,2026-09-05T03:30:31.727Z,,
obs_000199,actress,actress_000035,metatube-bulk,,name_ja,さくらわかな,ja,2026-09-05T03:30:31.727Z,,
obs_000200,actress,actress_000035,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000201,actress,actress_000036,metatube-bulk,,primary_name,希島あいり,ja,2026-09-05T03:30:31.727Z,,
obs_000202,actress,actress_000036,metatube-bulk,,name_ja,希島あいり,ja,2026-09-05T03:30:31.727Z,,
obs_000203,actress,actress_000036,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000204,actress,actress_000037,metatube-bulk,,primary_name,新山らん,ja,2026-09-05T03:30:31.727Z,,
obs_000205,actress,actress_000037,metatube-bulk,,name_ja,新山らん,ja,2026-09-05T03:30:31.727Z,,
obs_000206,actress,actress_000037,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000207,actress,actress_000038,metatube-bulk,,primary_name,水咲ローラ（滝澤ローラ）,ja,2026-09-05T03:30:31.727Z,,
obs_000208,actress,actress_000038,metatube-bulk,,name_ja,水咲ローラ（滝澤ローラ）,ja,2026-09-05T03:30:31.727Z,,
obs_000209,actress,actress_000038,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000210,actress,actress_000039,metatube-bulk,,primary_name,星崎アンリ,ja,2026-09-05T03:30:31.727Z,,
obs_000211,actress,actress_000039,metatube-bulk,,name_ja,星崎アンリ,ja,2026-09-05T03:30:31.727Z,,
obs_000212,actress,actress_000039,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000213,actress,actress_000040,metatube-bulk,,primary_name,上原茉咲,ja,2026-09-05T03:30:31.727Z,,
obs_000214,actress,actress_000040,metatube-bulk,,name_ja,上原茉咲,ja,2026-09-05T03:30:31.727Z,,
obs_000215,actress,actress_000040,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000216,actress,actress_000041,metatube-bulk,,primary_name,上山奈々,ja,2026-09-05T03:30:31.727Z,,
obs_000217,actress,actress_000041,metatube-bulk,,name_ja,上山奈々,ja,2026-09-05T03:30:31.727Z,,
obs_000218,actress,actress_000041,metatube-bulk,,status,unknown,,2026-09-05T03:30:31.727Z,,
obs_000219,series,series_000002,metatube-bulk,,name,上司が出張で不在中、上司の妻とめちゃくちゃハメまくった3日間。,ja,2026-09-05T03:30:31.727Z,,
obs_000220,series,series_000002,metatube-bulk,,name_ja,上司が出張で不在中、上司の妻とめちゃくちゃハメまくった3日間。,ja,2026-09-05T03:30:31.727Z,,
obs_000221,genre,genre_000028,metatube-bulk,,name,人妻,ja,2026-09-05T03:30:31.727Z,,
obs_000222,genre,genre_000028,metatube-bulk,,name_ja,人妻,ja,2026-09-05T03:30:31.727Z,,
obs_000223,director,director_000005,metatube-bulk,,name,五右衛門,ja,2026-09-05T03:30:31.727Z,,
obs_000224,director,director_000005,metatube-bulk,,name_ja,五右衛門,ja,2026-09-05T03:30:31.727Z,,
obs_000225,work,work_000007,metatube-bulk,JavBus:SSIS-050,title,上司が出張で不在中、上司のJカップ妻とめちゃくちゃハメまくった3日間。 安齋らら,,2026-09-05T03:30:31.727Z,,
obs_000226,work,work_000007,metatube-bulk,JavBus:SSIS-050,title_ja,上司が出張で不在中、上司のJカップ妻とめちゃくちゃハメまくった3日間。 安齋らら,ja,2026-09-05T03:30:31.727Z,,
obs_000227,work,work_000007,metatube-bulk,JavBus:SSIS-050,release_date,2021-04-14,,2026-09-05T03:30:31.727Z,,
obs_000228,work,work_000007,metatube-bulk,JavBus:SSIS-050,duration_min,120,,2026-09-05T03:30:31.727Z,,
obs_000229,work,work_000007,metatube-bulk,JavBus:SSIS-050,cover_url,https://www.javbus.com/pics/cover/86q8_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000230,work,work_000007,metatube-bulk,JavBus:SSIS-050,thumb_url,https://www.javbus.com/pics/thumb/86q8.jpg,,2026-09-05T03:30:31.727Z,,
obs_000231,work,work_000007,metatube-bulk,JavBus:SSIS-050,score,0,,2026-09-05T03:30:31.727Z,,
obs_000232,series,series_000003,metatube-bulk,,name,はじめての大・痙・攣スペシャル,ja,2026-09-05T03:30:31.727Z,,
obs_000233,series,series_000003,metatube-bulk,,name_ja,はじめての大・痙・攣スペシャル,ja,2026-09-05T03:30:31.727Z,,
obs_000234,genre,genre_000029,metatube-bulk,,name,淫乱・ハード系,ja,2026-09-05T03:30:31.727Z,,
obs_000235,genre,genre_000029,metatube-bulk,,name_ja,淫乱・ハード系,ja,2026-09-05T03:30:31.727Z,,
obs_000236,work,work_000008,metatube-bulk,JavBus:SSIS-100,title,激イキ108回！痙攣4800回！イキ潮1500cc！ 純白Gカップ少女エロス覚醒 はじめての大・痙・攣スペシャル はやのうた,,2026-09-05T03:30:31.727Z,,
obs_000237,work,work_000008,metatube-bulk,JavBus:SSIS-100,title_ja,激イキ108回！痙攣4800回！イキ潮1500cc！ 純白Gカップ少女エロス覚醒 はじめての大・痙・攣スペシャル はやのうた,ja,2026-09-05T03:30:31.727Z,,
obs_000238,work,work_000008,metatube-bulk,JavBus:SSIS-100,release_date,2021-06-16,,2026-09-05T03:30:31.727Z,,
obs_000239,work,work_000008,metatube-bulk,JavBus:SSIS-100,duration_min,120,,2026-09-05T03:30:31.727Z,,
obs_000240,work,work_000008,metatube-bulk,JavBus:SSIS-100,cover_url,https://www.javbus.com/pics/cover/89yc_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000241,work,work_000008,metatube-bulk,JavBus:SSIS-100,thumb_url,https://www.javbus.com/pics/thumb/89yc.jpg,,2026-09-05T03:30:31.727Z,,
obs_000242,work,work_000008,metatube-bulk,JavBus:SSIS-100,score,0,,2026-09-05T03:30:31.727Z,,
obs_000243,genre,genre_000030,metatube-bulk,,name,女教師,ja,2026-09-05T03:30:31.727Z,,
obs_000244,genre,genre_000030,metatube-bulk,,name_ja,女教師,ja,2026-09-05T03:30:31.727Z,,
obs_000245,genre,genre_000031,metatube-bulk,,name,顔射,ja,2026-09-05T03:30:31.727Z,,
obs_000246,genre,genre_000031,metatube-bulk,,name_ja,顔射,ja,2026-09-05T03:30:31.727Z,,
obs_000247,genre,genre_000032,metatube-bulk,,name,4K,en,2026-09-05T03:30:31.727Z,,
obs_000248,director,director_000006,metatube-bulk,,name,赤井彗星,ja,2026-09-05T03:30:31.727Z,,
obs_000249,director,director_000006,metatube-bulk,,name_ja,赤井彗星,ja,2026-09-05T03:30:31.727Z,,
obs_000250,work,work_000009,metatube-bulk,JavBus:SSIS-200,title,「先生のフェラのほうが気持ち良いよ？」 彼女ができた僕に嫉妬した痴女教師が執拗即尺で何度も寝取ろうとしてくる miru,,2026-09-05T03:30:31.727Z,,
obs_000251,work,work_000009,metatube-bulk,JavBus:SSIS-200,title_ja,「先生のフェラのほうが気持ち良いよ？」 彼女ができた僕に嫉妬した痴女教師が執拗即尺で何度も寝取ろうとしてくる miru,ja,2026-09-05T03:30:31.727Z,,
obs_000252,work,work_000009,metatube-bulk,JavBus:SSIS-200,release_date,2021-10-08,,2026-09-05T03:30:31.727Z,,
obs_000253,work,work_000009,metatube-bulk,JavBus:SSIS-200,duration_min,119,,2026-09-05T03:30:31.727Z,,
obs_000254,work,work_000009,metatube-bulk,JavBus:SSIS-200,cover_url,https://www.javbus.com/pics/cover/8hcw_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000255,work,work_000009,metatube-bulk,JavBus:SSIS-200,thumb_url,https://www.javbus.com/pics/thumb/8hcw.jpg,,2026-09-05T03:30:31.727Z,,
obs_000256,work,work_000009,metatube-bulk,JavBus:SSIS-200,score,0,,2026-09-05T03:30:31.727Z,,
obs_000257,genre,genre_000033,metatube-bulk,,name,お姉さん,ja,2026-09-05T03:30:31.727Z,,
obs_000258,genre,genre_000033,metatube-bulk,,name_ja,お姉さん,ja,2026-09-05T03:30:31.727Z,,
obs_000259,genre,genre_000034,metatube-bulk,,name,姉・妹,ja,2026-09-05T03:30:31.727Z,,
obs_000260,genre,genre_000034,metatube-bulk,,name_ja,姉・妹,ja,2026-09-05T03:30:31.727Z,,
obs_000261,genre,genre_000035,metatube-bulk,,name,キス・接吻,ja,2026-09-05T03:30:31.727Z,,
obs_000262,genre,genre_000035,metatube-bulk,,name_ja,キス・接吻,ja,2026-09-05T03:30:31.727Z,,
obs_000263,director,director_000007,metatube-bulk,,name,きとるね川口,ja,2026-09-05T03:30:31.727Z,,
obs_000264,director,director_000007,metatube-bulk,,name_ja,きとるね川口,ja,2026-09-05T03:30:31.727Z,,
obs_000265,work,work_000010,metatube-bulk,JavBus:SSIS-300,title,彼女の綺麗なお姉さんと二人きり… 突然のベロキス、イヤラしく舐め尽くされてセックス三昧 こんな僕って最低ですか…？ 葵つかさ,,2026-09-05T03:30:31.727Z,,
obs_000266,work,work_000010,metatube-bulk,JavBus:SSIS-300,title_ja,彼女の綺麗なお姉さんと二人きり… 突然のベロキス、イヤラしく舐め尽くされてセックス三昧 こんな僕って最低ですか…？ 葵つかさ,ja,2026-09-05T03:30:31.727Z,,
obs_000267,work,work_000010,metatube-bulk,JavBus:SSIS-300,release_date,2022-01-21,,2026-09-05T03:30:31.727Z,,
obs_000268,work,work_000010,metatube-bulk,JavBus:SSIS-300,duration_min,118,,2026-09-05T03:30:31.727Z,,
obs_000269,work,work_000010,metatube-bulk,JavBus:SSIS-300,cover_url,https://www.javbus.com/pics/cover/8q6n_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000270,work,work_000010,metatube-bulk,JavBus:SSIS-300,thumb_url,https://www.javbus.com/pics/thumb/8q6n.jpg,,2026-09-05T03:30:31.727Z,,
obs_000271,work,work_000010,metatube-bulk,JavBus:SSIS-300,score,0,,2026-09-05T03:30:31.727Z,,
obs_000272,series,series_000004,metatube-bulk,,name,女子社員と絶倫上司が出張先の相部屋ホテルで…,ja,2026-09-05T03:30:31.727Z,,
obs_000273,series,series_000004,metatube-bulk,,name_ja,女子社員と絶倫上司が出張先の相部屋ホテルで…,ja,2026-09-05T03:30:31.727Z,,
obs_000274,director,director_000008,metatube-bulk,,name,前田文豪,ja,2026-09-05T03:30:31.727Z,,
obs_000275,director,director_000008,metatube-bulk,,name_ja,前田文豪,ja,2026-09-05T03:30:31.727Z,,
obs_000276,work,work_000011,metatube-bulk,JavBus:SSIS-400,title,出張先で軽蔑している中年セクハラ上司とまさかの相部屋に… 深夜から早朝フライトまで続く絶倫性交に膣堕ちした新人客室乗務員 楓ふうあ,,2026-09-05T03:30:31.727Z,,
obs_000277,work,work_000011,metatube-bulk,JavBus:SSIS-400,title_ja,出張先で軽蔑している中年セクハラ上司とまさかの相部屋に… 深夜から早朝フライトまで続く絶倫性交に膣堕ちした新人客室乗務員 楓ふうあ,ja,2026-09-05T03:30:31.727Z,,
obs_000278,work,work_000011,metatube-bulk,JavBus:SSIS-400,release_date,2022-05-06,,2026-09-05T03:30:31.727Z,,
obs_000279,work,work_000011,metatube-bulk,JavBus:SSIS-400,duration_min,120,,2026-09-05T03:30:31.727Z,,
obs_000280,work,work_000011,metatube-bulk,JavBus:SSIS-400,cover_url,https://www.javbus.com/pics/cover/8wkq_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000281,work,work_000011,metatube-bulk,JavBus:SSIS-400,thumb_url,https://www.javbus.com/pics/thumb/8wkq.jpg,,2026-09-05T03:30:31.727Z,,
obs_000282,work,work_000011,metatube-bulk,JavBus:SSIS-400,score,0,,2026-09-05T03:30:31.727Z,,
obs_000283,series,series_000005,metatube-bulk,,name,濃厚な唾液性交,ja,2026-09-05T03:30:31.727Z,,
obs_000284,series,series_000005,metatube-bulk,,name_ja,濃厚な唾液性交,ja,2026-09-05T03:30:31.727Z,,
obs_000285,director,director_000009,metatube-bulk,,name,イナバール,ja,2026-09-05T03:30:31.727Z,,
obs_000286,director,director_000009,metatube-bulk,,name_ja,イナバール,ja,2026-09-05T03:30:31.727Z,,
obs_000287,work,work_000012,metatube-bulk,JavBus:SSIS-500,title,小宵こなんの濃厚な唾液性交,,2026-09-05T03:30:31.727Z,,
obs_000288,work,work_000012,metatube-bulk,JavBus:SSIS-500,title_ja,小宵こなんの濃厚な唾液性交,ja,2026-09-05T03:30:31.727Z,,
obs_000289,work,work_000012,metatube-bulk,JavBus:SSIS-500,release_date,2022-08-19,,2026-09-05T03:30:31.727Z,,
obs_000290,work,work_000012,metatube-bulk,JavBus:SSIS-500,duration_min,156,,2026-09-05T03:30:31.727Z,,
obs_000291,work,work_000012,metatube-bulk,JavBus:SSIS-500,cover_url,https://www.javbus.com/pics/cover/939l_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000292,work,work_000012,metatube-bulk,JavBus:SSIS-500,thumb_url,https://www.javbus.com/pics/thumb/939l.jpg,,2026-09-05T03:30:31.727Z,,
